"datum","regija","stavba","namembnost","povrsina","leto_izgradnje","temp_zraka","temp_rosisca","oblacnost","padavine","pritisk","smer_vetra","hitrost_vetra","poraba"
"2016-01-03","zahodna",21,"poslovna",576.277309,1999,17.8,0,2,0,1018.8,90,7.2,3.69
"2016-01-03","zahodna",23,"poslovna",15232.282977,2004,17.8,0,2,0,1018.8,90,7.2,152.3
"2016-01-03","zahodna",25,"izobrazevalna",20402.242024,1992,17.8,0,2,0,1018.8,90,7.2,497.68
"2016-01-03","zahodna",27,"stanovanjska",5885.219244,2007,17.8,0,2,0,1018.8,90,7.2,236.8
"2016-01-03","zahodna",29,"stanovanjska",5582.169658,2001,17.8,0,2,0,1018.8,90,7.2,74.93
"2016-01-03","zahodna",31,"izobrazevalna",17957.592482,2006,17.8,0,2,0,1018.8,90,7.2,921.9
"2016-01-03","zahodna",33,"izobrazevalna",30403.064168,2012,17.8,0,2,0,1018.8,90,7.2,847.16
"2016-01-03","zahodna",35,"izobrazevalna",8479.535519,1951,17.8,0,2,0,1018.8,90,7.2,180.45
"2016-01-03","zahodna",37,"izobrazevalna",12733.749695,1964,17.8,0,2,0,1018.8,90,7.2,148.99
"2016-01-03","zahodna",39,"izobrazevalna",8930.207972,1959,17.8,0,2,0,1018.8,90,7.2,156.08
"2016-01-03","zahodna",41,"izobrazevalna",18984.635147,1993,17.8,0,2,0,1018.8,90,7.2,422.52
"2016-01-03","zahodna",43,"izobrazevalna",25295.443034,1955,17.8,0,2,0,1018.8,90,7.2,447.4
"2016-01-03","zahodna",45,"poslovna",6891.54454,1930,17.8,0,2,0,1018.8,90,7.2,61.34
"2016-01-03","zahodna",47,"stanovanjska",4562.280524,1951,17.8,0,2,0,1018.8,90,7.2,30
"2016-01-03","zahodna",49,"kulturno_razvedrilna",2261.723535,1981,17.8,0,2,0,1018.8,90,7.2,78.85
"2016-01-03","zahodna",51,"izobrazevalna",16645.151801,1971,17.8,0,2,0,1018.8,90,7.2,67.81
"2016-01-03","zahodna",53,"kulturno_razvedrilna",13386.021658,1989,17.8,0,2,0,1018.8,90,7.2,50.43
"2016-01-03","zahodna",55,"stanovanjska",9888.59532,1963,17.8,0,2,0,1018.8,90,7.2,125.51
"2016-01-03","zahodna",57,"kulturno_razvedrilna",4830.863097,1974,17.8,0,2,0,1018.8,90,7.2,33.79
"2016-01-03","zahodna",59,"izobrazevalna",5997.81768,1965,17.8,0,2,0,1018.8,90,7.2,123.5
"2016-01-03","zahodna",61,"kulturno_razvedrilna",16671.350447,1976,17.8,0,2,0,1018.8,90,7.2,365.2
"2016-01-03","zahodna",63,"izobrazevalna",6122.958021,1964,17.8,0,2,0,1018.8,90,7.2,85.92
"2016-01-03","zahodna",65,"izobrazevalna",4559.493434,1914,17.8,0,2,0,1018.8,90,7.2,29.92
"2016-01-03","zahodna",67,"kulturno_razvedrilna",1932.754012,1999,17.8,0,2,0,1018.8,90,7.2,13.48
"2016-01-03","zahodna",69,"poslovna",7772.26498,1973,17.8,0,2,0,1018.8,90,7.2,97.04
"2016-01-03","zahodna",71,"kulturno_razvedrilna",6706.946279,2013,17.8,0,2,0,1018.8,90,7.2,72.81
"2016-01-03","zahodna",73,"poslovna",3921.807242,1985,17.8,0,2,0,1018.8,90,7.2,12.78
"2016-01-03","zahodna",75,"poslovna",6580.969811,2014,17.8,0,2,0,1018.8,90,7.2,140.08
"2016-01-03","zahodna",77,"izobrazevalna",4587.921752,1967,17.8,0,2,0,1018.8,90,7.2,35.99
"2016-01-03","zahodna",79,"kulturno_razvedrilna",21391.751877,1975,17.8,0,2,0,1018.8,90,7.2,217.16
"2016-01-03","zahodna",81,"poslovna",3132.038839,1956,17.8,0,2,0,1018.8,90,7.2,25.36
"2016-01-03","zahodna",83,"kulturno_razvedrilna",898.000398,2005,17.8,0,2,0,1018.8,90,7.2,2.93
"2016-01-04","zahodna",1,"javno_storitvena",4058.095943,2007,16.1,3.9,8,0,1011.9,140,7.2,134.05
"2016-01-04","zahodna",3,"izobrazevalna",6698.492106,1970,16.1,3.9,8,0,1011.9,140,7.2,114.84
"2016-01-04","zahodna",5,"stanovanjska",8019.665669,1956,16.1,3.9,8,0,1011.9,140,7.2,68.45
"2016-01-04","zahodna",7,"izobrazevalna",16681.569777,2006,16.1,3.9,8,0,1011.9,140,7.2,528.64
"2016-01-04","zahodna",9,"poslovna",11282.14032,1983,16.1,3.9,8,0,1011.9,140,7.2,123.87
"2016-01-04","zahodna",11,"izobrazevalna",5782.096914,1970,16.1,3.9,8,0,1011.9,140,7.2,53.77
"2016-01-04","zahodna",13,"izobrazevalna",13826.660587,2014,16.1,3.9,8,0,1011.9,140,7.2,236.96
"2016-01-04","zahodna",15,"izobrazevalna",4106.591309,1950,16.1,3.9,8,0,1011.9,140,7.2,20.7
"2016-01-04","zahodna",17,"izobrazevalna",695.007343,1969,16.1,3.9,8,0,1011.9,140,7.2,10.59
"2016-01-04","zahodna",19,"izobrazevalna",7271.332004,1964,16.1,3.9,8,0,1011.9,140,7.2,81.74
"2016-01-04","zahodna",21,"poslovna",576.277309,1999,16.1,3.9,8,0,1011.9,140,7.2,3.65
"2016-01-04","zahodna",23,"poslovna",15232.282977,2004,16.1,3.9,8,0,1011.9,140,7.2,185.3
"2016-01-04","zahodna",25,"izobrazevalna",20402.242024,1992,16.1,3.9,8,0,1011.9,140,7.2,519.69
"2016-01-04","zahodna",27,"stanovanjska",5885.219244,2007,16.1,3.9,8,0,1011.9,140,7.2,244.19
"2016-01-04","zahodna",29,"stanovanjska",5582.169658,2001,16.1,3.9,8,0,1011.9,140,7.2,76.93
"2016-01-04","zahodna",31,"izobrazevalna",17957.592482,2006,16.1,3.9,8,0,1011.9,140,7.2,968.66
"2016-01-04","zahodna",33,"izobrazevalna",30403.064168,2012,16.1,3.9,8,0,1011.9,140,7.2,909.39
"2016-01-04","zahodna",35,"izobrazevalna",8479.535519,1951,16.1,3.9,8,0,1011.9,140,7.2,192.07
"2016-01-04","zahodna",37,"izobrazevalna",12733.749695,1964,16.1,3.9,8,0,1011.9,140,7.2,178.73
"2016-01-04","zahodna",39,"izobrazevalna",8930.207972,1959,16.1,3.9,8,0,1011.9,140,7.2,172.81
"2016-01-04","zahodna",41,"izobrazevalna",18984.635147,1993,16.1,3.9,8,0,1011.9,140,7.2,440.23
"2016-01-04","zahodna",43,"izobrazevalna",25295.443034,1955,16.1,3.9,8,0,1011.9,140,7.2,496.78
"2016-01-04","zahodna",45,"poslovna",6891.54454,1930,16.1,3.9,8,0,1011.9,140,7.2,58.42
"2016-01-04","zahodna",47,"stanovanjska",4562.280524,1951,16.1,3.9,8,0,1011.9,140,7.2,26.74
"2016-01-04","zahodna",49,"kulturno_razvedrilna",2261.723535,1981,16.1,3.9,8,0,1011.9,140,7.2,92.74
"2016-01-04","zahodna",51,"izobrazevalna",16645.151801,1971,16.1,3.9,8,0,1011.9,140,7.2,72.87
"2016-01-04","zahodna",53,"kulturno_razvedrilna",13386.021658,1989,16.1,3.9,8,0,1011.9,140,7.2,63.67
"2016-01-04","zahodna",55,"stanovanjska",9888.59532,1963,16.1,3.9,8,0,1011.9,140,7.2,114.82
"2016-01-04","zahodna",57,"kulturno_razvedrilna",4830.863097,1974,16.1,3.9,8,0,1011.9,140,7.2,46.43
"2016-01-04","zahodna",59,"izobrazevalna",5997.81768,1965,16.1,3.9,8,0,1011.9,140,7.2,175.69
"2016-01-04","zahodna",61,"kulturno_razvedrilna",16671.350447,1976,16.1,3.9,8,0,1011.9,140,7.2,397.54
"2016-01-04","zahodna",63,"izobrazevalna",6122.958021,1964,16.1,3.9,8,0,1011.9,140,7.2,81.28
"2016-01-04","zahodna",65,"izobrazevalna",4559.493434,1914,16.1,3.9,8,0,1011.9,140,7.2,33.55
"2016-01-04","zahodna",67,"kulturno_razvedrilna",1932.754012,1999,16.1,3.9,8,0,1011.9,140,7.2,14.3
"2016-01-04","zahodna",69,"poslovna",7772.26498,1973,16.1,3.9,8,0,1011.9,140,7.2,127.23
"2016-01-04","zahodna",71,"kulturno_razvedrilna",6706.946279,2013,16.1,3.9,8,0,1011.9,140,7.2,146.55
"2016-01-04","zahodna",73,"poslovna",3921.807242,1985,16.1,3.9,8,0,1011.9,140,7.2,28.6
"2016-01-04","zahodna",75,"poslovna",6580.969811,2014,16.1,3.9,8,0,1011.9,140,7.2,158.66
"2016-01-04","zahodna",77,"izobrazevalna",4587.921752,1967,16.1,3.9,8,0,1011.9,140,7.2,51.39
"2016-01-04","zahodna",79,"kulturno_razvedrilna",21391.751877,1975,16.1,3.9,8,0,1011.9,140,7.2,316.31
"2016-01-04","zahodna",81,"poslovna",3132.038839,1956,16.1,3.9,8,0,1011.9,140,7.2,25.57
"2016-01-04","zahodna",83,"kulturno_razvedrilna",898.000398,2005,16.1,3.9,8,0,1011.9,140,7.2,24.76
"2016-01-05","zahodna",1,"javno_storitvena",4058.095943,2007,12.8,11.1,8,-1,1014.8,110,4.6,142
"2016-01-05","zahodna",3,"izobrazevalna",6698.492106,1970,12.8,11.1,8,-1,1014.8,110,4.6,95.48
"2016-01-05","zahodna",5,"stanovanjska",8019.665669,1956,12.8,11.1,8,-1,1014.8,110,4.6,65.79
"2016-01-05","zahodna",7,"izobrazevalna",16681.569777,2006,12.8,11.1,8,-1,1014.8,110,4.6,526.95
"2016-01-05","zahodna",9,"poslovna",11282.14032,1983,12.8,11.1,8,-1,1014.8,110,4.6,133.28
"2016-01-05","zahodna",11,"izobrazevalna",5782.096914,1970,12.8,11.1,8,-1,1014.8,110,4.6,51.91
"2016-01-05","zahodna",13,"izobrazevalna",13826.660587,2014,12.8,11.1,8,-1,1014.8,110,4.6,220.97
"2016-01-05","zahodna",15,"izobrazevalna",4106.591309,1950,12.8,11.1,8,-1,1014.8,110,4.6,17.78
"2016-01-05","zahodna",17,"izobrazevalna",695.007343,1969,12.8,11.1,8,-1,1014.8,110,4.6,9.33
"2016-01-05","zahodna",19,"izobrazevalna",7271.332004,1964,12.8,11.1,8,-1,1014.8,110,4.6,78.6
"2016-01-05","zahodna",21,"poslovna",576.277309,1999,12.8,11.1,8,-1,1014.8,110,4.6,3.99
"2016-01-05","zahodna",23,"poslovna",15232.282977,2004,12.8,11.1,8,-1,1014.8,110,4.6,171.41
"2016-01-05","zahodna",25,"izobrazevalna",20402.242024,1992,12.8,11.1,8,-1,1014.8,110,4.6,524.93
"2016-01-05","zahodna",27,"stanovanjska",5885.219244,2007,12.8,11.1,8,-1,1014.8,110,4.6,251.29
"2016-01-05","zahodna",29,"stanovanjska",5582.169658,2001,12.8,11.1,8,-1,1014.8,110,4.6,73.12
"2016-01-05","zahodna",31,"izobrazevalna",17957.592482,2006,12.8,11.1,8,-1,1014.8,110,4.6,956.73
"2016-01-05","zahodna",33,"izobrazevalna",30403.064168,2012,12.8,11.1,8,-1,1014.8,110,4.6,902.54
"2016-01-05","zahodna",35,"izobrazevalna",8479.535519,1951,12.8,11.1,8,-1,1014.8,110,4.6,185.2
"2016-01-05","zahodna",37,"izobrazevalna",12733.749695,1964,12.8,11.1,8,-1,1014.8,110,4.6,180.05
"2016-01-05","zahodna",39,"izobrazevalna",8930.207972,1959,12.8,11.1,8,-1,1014.8,110,4.6,170.02
"2016-01-05","zahodna",41,"izobrazevalna",18984.635147,1993,12.8,11.1,8,-1,1014.8,110,4.6,441.83
"2016-01-05","zahodna",43,"izobrazevalna",25295.443034,1955,12.8,11.1,8,-1,1014.8,110,4.6,514.26
"2016-01-05","zahodna",45,"poslovna",6891.54454,1930,12.8,11.1,8,-1,1014.8,110,4.6,60.56
"2016-01-05","zahodna",47,"stanovanjska",4562.280524,1951,12.8,11.1,8,-1,1014.8,110,4.6,27.25
"2016-01-05","zahodna",49,"kulturno_razvedrilna",2261.723535,1981,12.8,11.1,8,-1,1014.8,110,4.6,66.88
"2016-01-05","zahodna",51,"izobrazevalna",16645.151801,1971,12.8,11.1,8,-1,1014.8,110,4.6,84.43
"2016-01-05","zahodna",53,"kulturno_razvedrilna",13386.021658,1989,12.8,11.1,8,-1,1014.8,110,4.6,70.16
"2016-01-05","zahodna",55,"stanovanjska",9888.59532,1963,12.8,11.1,8,-1,1014.8,110,4.6,114.54
"2016-01-05","zahodna",57,"kulturno_razvedrilna",4830.863097,1974,12.8,11.1,8,-1,1014.8,110,4.6,50.53
"2016-01-05","zahodna",59,"izobrazevalna",5997.81768,1965,12.8,11.1,8,-1,1014.8,110,4.6,180.42
"2016-01-05","zahodna",61,"kulturno_razvedrilna",16671.350447,1976,12.8,11.1,8,-1,1014.8,110,4.6,404.95
"2016-01-05","zahodna",63,"izobrazevalna",6122.958021,1964,12.8,11.1,8,-1,1014.8,110,4.6,83.26
"2016-01-05","zahodna",65,"izobrazevalna",4559.493434,1914,12.8,11.1,8,-1,1014.8,110,4.6,35.22
"2016-01-05","zahodna",67,"kulturno_razvedrilna",1932.754012,1999,12.8,11.1,8,-1,1014.8,110,4.6,14.24
"2016-01-05","zahodna",69,"poslovna",7772.26498,1973,12.8,11.1,8,-1,1014.8,110,4.6,133.31
"2016-01-05","zahodna",71,"kulturno_razvedrilna",6706.946279,2013,12.8,11.1,8,-1,1014.8,110,4.6,107.84
"2016-01-05","zahodna",73,"poslovna",3921.807242,1985,12.8,11.1,8,-1,1014.8,110,4.6,28.52
"2016-01-05","zahodna",75,"poslovna",6580.969811,2014,12.8,11.1,8,-1,1014.8,110,4.6,158.2
"2016-01-05","zahodna",77,"izobrazevalna",4587.921752,1967,12.8,11.1,8,-1,1014.8,110,4.6,56.39
"2016-01-05","zahodna",79,"kulturno_razvedrilna",21391.751877,1975,12.8,11.1,8,-1,1014.8,110,4.6,213.84
"2016-01-05","zahodna",81,"poslovna",3132.038839,1956,12.8,11.1,8,-1,1014.8,110,4.6,27.34
"2016-01-05","zahodna",83,"kulturno_razvedrilna",898.000398,2005,12.8,11.1,8,-1,1014.8,110,4.6,23.9
"2016-01-06","zahodna",1,"javno_storitvena",4058.095943,2007,13.3,6.1,6,0,1015.4,220,5.1,137.28
"2016-01-06","zahodna",3,"izobrazevalna",6698.492106,1970,13.3,6.1,6,0,1015.4,220,5.1,103.05
"2016-01-06","zahodna",5,"stanovanjska",8019.665669,1956,13.3,6.1,6,0,1015.4,220,5.1,63.29
"2016-01-06","zahodna",7,"izobrazevalna",16681.569777,2006,13.3,6.1,6,0,1015.4,220,5.1,512.69
"2016-01-06","zahodna",9,"poslovna",11282.14032,1983,13.3,6.1,6,0,1015.4,220,5.1,134.16
"2016-01-06","zahodna",11,"izobrazevalna",5782.096914,1970,13.3,6.1,6,0,1015.4,220,5.1,55.69
"2016-01-06","zahodna",13,"izobrazevalna",13826.660587,2014,13.3,6.1,6,0,1015.4,220,5.1,178.36
"2016-01-06","zahodna",15,"izobrazevalna",4106.591309,1950,13.3,6.1,6,0,1015.4,220,5.1,20.68
"2016-01-06","zahodna",17,"izobrazevalna",695.007343,1969,13.3,6.1,6,0,1015.4,220,5.1,11.49
"2016-01-06","zahodna",19,"izobrazevalna",7271.332004,1964,13.3,6.1,6,0,1015.4,220,5.1,72.17
"2016-01-06","zahodna",21,"poslovna",576.277309,1999,13.3,6.1,6,0,1015.4,220,5.1,3.59
"2016-01-06","zahodna",23,"poslovna",15232.282977,2004,13.3,6.1,6,0,1015.4,220,5.1,211.06
"2016-01-06","zahodna",25,"izobrazevalna",20402.242024,1992,13.3,6.1,6,0,1015.4,220,5.1,527.65
"2016-01-06","zahodna",27,"stanovanjska",5885.219244,2007,13.3,6.1,6,0,1015.4,220,5.1,268.84
"2016-01-06","zahodna",29,"stanovanjska",5582.169658,2001,13.3,6.1,6,0,1015.4,220,5.1,64.88
"2016-01-06","zahodna",31,"izobrazevalna",17957.592482,2006,13.3,6.1,6,0,1015.4,220,5.1,964.88
"2016-01-06","zahodna",33,"izobrazevalna",30403.064168,2012,13.3,6.1,6,0,1015.4,220,5.1,930.98
"2016-01-06","zahodna",35,"izobrazevalna",8479.535519,1951,13.3,6.1,6,0,1015.4,220,5.1,193.66
"2016-01-06","zahodna",37,"izobrazevalna",12733.749695,1964,13.3,6.1,6,0,1015.4,220,5.1,182.57
"2016-01-06","zahodna",39,"izobrazevalna",8930.207972,1959,13.3,6.1,6,0,1015.4,220,5.1,173.49
"2016-01-06","zahodna",41,"izobrazevalna",18984.635147,1993,13.3,6.1,6,0,1015.4,220,5.1,446.66
"2016-01-06","zahodna",43,"izobrazevalna",25295.443034,1955,13.3,6.1,6,0,1015.4,220,5.1,515.71
"2016-01-06","zahodna",45,"poslovna",6891.54454,1930,13.3,6.1,6,0,1015.4,220,5.1,66.7
